cnt,cnt_ben,cnt_mal,proc,proc_chain
6,0,6,wmiprvse.exe,unknown_process.exe => svchost.exe => wmiprvse.exe
1,0,1,wmiprvse.exe,unknown_process.exe => regsvr32.exe => wmiprvse.exe
1,0,1,wmiprvse.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => wmiprvse.exe
1,0,1,appidcertstorecheck.exe,unknown_process.exe => appidcertstorecheck.exe
1,0,1,arp.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => cmd.exe => cmd.exe => arp.exe
3,0,3,arp.exe,unknown_process.exe => unknown_process.exe => cmd.exe => cmd.exe => arp.exe
2,0,2,arp.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => cmd.exe => cmd.exe => arp.exe
8,0,8,arp.exe,unknown_process.exe => arp.exe
2,0,2,arp.exe,unknown_process.exe => unknown_process => arp.exe
13,0,13,at.exe,unknown_process.exe => cmd.exe => at.exe
2,0,2,attrib.exe,unknown_process.exe => wscript.exe => unknown_process.exe => cmd.exe => attrib.exe
1,0,1,attrib.exe,setup.exe => cmd.exe => attrib.exe
2,0,2,attrib.exe,wscript.exe => unknown_process.exe => wscript.exe => unknown_process.exe => attrib.exe
4,0,4,attrib.exe,unknown_process.exe => cmd.exe => unknown_process.exe => cmd.exe => attrib.exe
3,0,3,attrib.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => unknown_process.tmp => cmd.exe => unknown_process.exe => cmd.exe => attrib.exe
2,0,2,attrib.exe,install.exe => cmd.exe => attrib.exe
6,0,6,attrib.exe,rundll32.exe => unknown_process.exe => unknown_process.exe => attrib.exe
1,0,1,attrib.exe,install.exe => install.exe => unknown_process.exe => unknown_process.exe => attrib.exe
15,0,15,attrib.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => attrib.exe
2,0,2,attrib.exe,setup.exe => unknown_process.exe => unknown_process.exe => unknown_process.tmp => cmd.exe => attrib.exe
550,0,550,attrib.exe,unknown_process.exe => attrib.exe
5,0,5,attrib.exe,wscript.exe => cmd.exe => attrib.exe
5,0,5,attrib.exe,cmd.exe => attrib.exe
1,0,1,attrib.exe,unknown_process.exe => cmd.exe => cmd.exe => cscript.exe => attrib.exe
47,0,47,attrib.exe,unknown_process.exe => wscript.exe => cmd.exe => attrib.exe
1,0,1,attrib.exe,install.exe => unknown_process.tmp => attrib.exe
4,0,4,attrib.exe,unknown_process.exe => cmd.exe => unknown_process.exe => unknown_process.exe => cmd.exe => attrib.exe
1,0,1,attrib.exe,setup.exe => unknown_process.tmp => attrib.exe
2,0,2,attrib.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => cmd.exe => attrib.exe
4,0,4,attrib.exe,wscript.exe => unknown_process.exe => attrib.exe
127,1,126,attrib.exe,unknown_process.exe => cmd.exe => attrib.exe
11,0,11,attrib.exe,unknown_process.exe => unknown_process.exe => attrib.exe
2,0,2,attrib.exe,unknown_process.exe => vbc.exe => unknown_process.exe => attrib.exe
32,2,30,attrib.exe,unknown_process.exe => unknown_process.exe => cmd.exe => attrib.exe
1,0,1,attrib.exe,setup.exe => wscript.exe => cmd.exe => attrib.exe
2,0,2,attrib.exe,setup.exe => unknown_process.exe => attrib.exe
1,0,1,attrib.exe,unknown_process.exe => unknown_process.exe => wscript.exe => cmd.exe => attrib.exe
1,0,1,attrib.exe,wscript.exe => cmd.exe => unknown_process.exe => cmd.exe => attrib.exe
1,0,1,attrib.exe,unknown_process.exe => unknown_process.exe => wscript.exe => cmd.exe => svchost.exe => wscript.exe => cmd.exe => attrib.exe
1,0,1,attrib.exe,onedrive.exe => attrib.exe
1,0,1,attrib.exe,excel.exe => cmd.exe => attrib.exe
1,0,1,attrib.exe,unknown_process.exe => svchost.exe => cmd.exe => attrib.exe
11,0,11,attrib.exe,rundll32.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => attrib.exe
3,0,3,audiodg.exe,unknown_process.exe => audiodg.exe
2,0,2,audiodg.exe,unknown_process.exe => unknown_process.exe => explorer.exe => audiodg.exe
1,1,0,audiodg.exe,audiodg.exe
52,0,52,auditpol.exe,unknown_process.exe => cmd.exe => auditpol.exe
10,0,10,bcdedit.exe,unknown_process.exe => cmd.exe => bcdedit.exe
4,0,4,bcdedit.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => mshta.exe => cmd.exe => bcdedit.exe
2,0,2,bcdedit.exe,unknown_process.exe => unknown_process.exe => explorer.exe => bcdedit.exe
2,0,2,bcdedit.exe,unknown_process.exe => unknown_process.exe => winlogon.exe => mshta.exe => cmd.exe => bcdedit.exe
9,0,9,bcdedit.exe,unknown_process.exe => unknown_process.exe => cmd.exe => bcdedit.exe
3,0,3,bcdedit.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => bcdedit.exe
1,0,1,bcdedit.exe,bcdedit.exe
2,0,2,bcdedit.exe,unknown_process.exe => explorer.exe => bcdedit.exe
3,0,3,bcdedit.exe,unknown_process.exe => bcdedit.exe
2,0,2,bcdedit.exe,unknown_process.exe => svchost.exe => cmd.exe => bcdedit.exe
2,0,2,bcdedit.exe,osk.exe => osk.exe => osk.exe => mshta.exe => cmd.exe => bcdedit.exe
1,0,1,bcdedit.exe,unknown_process.exe => unknown_process.exe => bcdedit.exe
1,1,0,bootsect.exe,bootsect.exe
55,0,55,cacls.exe,unknown_process.exe => cmd.exe => cacls.exe
1,0,1,cacls.exe,unknown_process.exe => unknown_process.tmp => cacls.exe
6,0,6,cacls.exe,cmd.exe => cacls.exe
16,0,16,cacls.exe,wscript.exe => cmd.exe => cacls.exe
216,0,216,cacls.exe,wscript.exe => wscript.exe => cmd.exe => cacls.exe
37,0,37,cacls.exe,unknown_process.exe => cacls.exe
23,0,23,cacls.exe,wscript.exe => wscript.exe => unknown_process.exe => cmd.exe => cacls.exe
4,0,4,cacls.exe,unknown_process.exe => unknown_process.tmp => cmd.exe => cacls.exe
3,0,3,calc.exe,winword.exe => calc.exe
5,0,5,calc.exe,unknown_process.exe => calc.exe
1,0,1,calc.exe,calc.exe => calc.exe
12,6,6,calc.exe,calc.exe
1,0,1,calc.exe,unknown_process.exe => dllhost.exe => calc.exe
1,0,1,calc.exe,unknown_process.exe => csrss.exe => calc.exe
4,0,4,calc.exe,unknown_process.exe => unknown_process.exe => calc.exe
1,0,1,calc.exe,iexplore.exe => iexplore.exe => calc.exe
1,0,1,certenrollctrl.exe,unknown_process.exe => unknown_process.exe => certenrollctrl.exe => certenrollctrl.exe
2,0,2,certenrollctrl.exe,unknown_process.exe => unknown_process.exe => certenrollctrl.exe
1,1,0,certreq.exe,cmd.exe => certreq.exe
2,0,2,charmap.exe,unknown_process.exe => charmap.exe
4,4,0,chcp.com,install.exe => cmd.exe => chcp.com
1,0,1,chcp.com,unknown_process.exe => cmd.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => wscript.exe => cmd.exe => chcp.com
1,0,1,chcp.com,unknown_process.exe => chcp.com
3,0,3,chcp.com,unknown_process.exe => cmd.exe => unknown_process.exe => cmd.exe => chcp.com
34,0,34,chcp.com,unknown_process.exe => cmd.exe => chcp.com
2,0,2,chcp.com,unknown_process.exe => cmd.exe => unknown_process.exe => cmd.exe => unknown_process.exe => cmd.exe => chcp.com
1,0,1,chcp.com,svchost.exe => svchost.exe => cmd.exe => cmd.exe => chcp.com
5,0,5,chcp.com,unknown_process.exe => unknown_process.exe => cmd.exe => chcp.com
3,0,3,chcp.com,unknown_process.exe => cmd.exe => cmd.exe => chcp.com
1,0,1,chcp.com,wscript.exe => cmd.exe => chcp.com
1,0,1,chcp.com,unknown_process.exe => cmd.exe => unknown_process.exe => unknown_process.exe => cmd.exe => chcp.com
1,0,1,chkdsk.exe,winword.exe => powershell.exe => unknown_process.exe => unknown_process.exe => explorer.exe => chkdsk.exe
1,0,1,chkdsk.exe,unknown_process.exe => chkdsk.exe
1,0,1,chkntfs.exe,unknown_process.exe => cmd.exe => chkntfs.exe
1,0,1,chkntfs.exe,unknown_process.exe => unknown_process.exe => cmd.exe => chkntfs.exe
1,0,1,choice.exe,unknown_process.exe => taskmgr.exe => unknown_process.exe => cmd.exe => choice.exe
2,0,2,choice.exe,unknown_process.exe => unknown_process.exe => cmd.exe => choice.exe
14,0,14,choice.exe,unknown_process.exe => cmd.exe => choice.exe
1,0,1,cipher.exe,cipher.exe
1,0,1,cipher.exe,unknown_process.exe => cipher.exe
1,0,1,cleanmgr.exe,cmd.exe => cleanmgr.exe
1,0,1,cleanmgr.exe,powershell.exe => cleanmgr.exe
1,0,1,cleanmgr.exe,unknown_process.exe => cmd.exe => cleanmgr.exe
1,1,0,cliconfg.exe,cliconfg.exe
1,0,1,clip.exe,powershell.exe => clip.exe
1,0,1,clip.exe,clip.exe
8,0,8,clip.exe,excel.exe => cmd.exe => clip.exe
1,0,1,clip.exe,unknown_process.exe => clip.exe
3,0,3,cmd.exe,unknown_process.exe => cmd.exe => powershell.exe => cmd.exe
1,0,1,cmd.exe,unknown_process => unknown_process => cmd.exe
6,0,6,cmd.exe,winword.exe => wscript.exe => cmd.exe
