cnt,cnt_ben,cnt_mal,proc,proc_chain
1295,0,1295,cmd.exe,unknown_process.exe => cmd.exe => cmd.exe
2,0,2,cmd.exe,unknown_process.exe => taskmgr.exe => unknown_process.exe => cmd.exe => cmd.exe
1,0,1,cmd.exe,winword.exe => unknown_process.exe => cmd.exe
3,0,3,cmd.exe,unknown_process.exe => vbc.exe => unknown_process.exe => cmd.exe
2,0,2,cmd.exe,install.exe => unknown_process.exe => wscript.exe => cmd.exe
3,0,3,cmd.exe,winword.exe => cmd.exe => powershell.exe => cmd.exe => powershell.exe => unknown_process.exe => unknown_process.exe => cmd.exe
1,0,1,cmd.exe,unknown_process.exe => cmd.exe => sdclt.exe => cmd.exe
14,0,14,cmd.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => cmd.exe => cmd.exe
1,0,1,cmd.exe,wscript.exe => cmd.exe => powershell.exe => unknown_process.exe => unknown_process.exe => cmd.exe
5,0,5,cmd.exe,iexplore.exe => iexplore.exe => cmd.exe
1,0,1,cmd.exe,cmd.exe => unknown_process.exe => cmd.exe => cmd.exe => cmd.exe
2,0,2,cmd.exe,unknown_process.exe => svchost.exe => explorer.exe => sysprep.exe => unknown_process.tmp => cmd.exe
1,0,1,cmd.exe,cmd.exe => unknown_process.exe => cmd.exe => cmd.exe
1,0,1,cmd.exe,unknown_process.exe => explorer.exe => msdt.exe => cmd.exe
4,0,4,cmd.exe,unknown_process.exe => unknown_process.tmp => unknown_process.tmp => cmd.exe
10,0,10,cmd.exe,unknown_process.exe => svchost.exe => cmd.exe
1,0,1,cmd.exe,winword.exe => unknown_process.exe => regasm.exe => explorer.exe => spoolsv.exe => cmd.exe
1,0,1,cmd.exe,wscript.exe => unknown_process.exe => unknown_process.exe => explorer.exe => unknown_process.exe => unknown_process.exe => cmd.exe
1,0,1,cmd.exe,unknown_process.exe => setup.exe => unknown_process.exe => setup.exe => cmd.exe
1,0,1,cmd.exe,unknown_process.exe => winlogon.exe => cmd.exe
1,0,1,cmd.exe,unknown_process.exe => unknown_process.exe => dwm.exe => cmd.exe
1,0,1,cmd.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => unknown_process.tmp => cmd.exe => unknown_process.exe => cmd.exe
1,0,1,cmd.exe,unknown_process.exe => unknown_process.exe => explorer.exe => cmmon32.exe => cmd.exe
18,0,18,cmd.exe,excel.exe => cmd.exe => cmd.exe
1,0,1,cmd.exe,winword.exe => cmd.exe => cmd.exe => unknown_process.exe => unknown_process.exe => explorer.exe => ipconfig.exe => cmd.exe
1,0,1,cmd.exe,unknown_process.exe => unknown_process.exe => explorer.exe => wuauclt.exe => cmd.exe
26,0,26,cmd.exe,unknown_process.exe => cmd.exe => cmd.exe => cscript.exe => cmd.exe
1,0,1,cmd.exe,unknown_process.exe => cmd.exe => cmd.exe => unknown_process.exe => cmd.exe => powershell.exe => cmd.exe => cmd.exe
1,0,1,cmd.exe,cmstp.exe => regsvr32.exe => cmd.exe
3,0,3,cmd.exe,setup.exe => unknown_process.exe => cmd.exe
1,0,1,cmd.exe,explorer.exe => wscript.exe => cmd.exe
8,0,8,cmd.exe,unknown_process.exe => unknown_process.exe => cmd.exe => cmd.exe => cmd.exe
1,0,1,cmd.exe,unknown_process.exe => cmd.exe => cmd.exe => powershell.exe => cmd.exe
1,0,1,cmd.exe,excel.exe => powershell.exe => unknown_process.exe => unknown_process.exe => explorer.exe => cmmon32.exe => cmd.exe
4,0,4,cmd.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => cmd.exe => unknown_process.exe => cmd.exe
1,0,1,cmd.exe,excel.exe => cmd.exe => wscript.exe => cmd.exe => unknown_process.exe => unknown_process.exe => cmd.exe => cmd.exe
1,0,1,cmd.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => cmd.exe => unknown_process.exe => unknown_process.exe => wscript.exe => cmd.exe
3,0,3,cmd.exe,winword.exe => cmd.exe => powershell.exe => cmd.exe => powershell.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => cmd.exe
1,0,1,cmd.exe,wscript.exe => wscript.exe => eventvwr.exe => cmd.exe
23,0,23,cmd.exe,unknown_process.exe => wscript.exe => unknown_process.exe => cmd.exe
1,0,1,cmd.exe,setup.exe => wscript.exe => cmd.exe => cmd.exe
1,0,1,cmd.exe,unknown_process.exe => unknown_process.tmp => wscript.exe => cmd.exe
1,0,1,cmd.exe,unknown_process.exe => dwm.exe => cmd.exe
2,0,2,cmd.exe,iexplore.exe => iexplore.exe => cmd.exe => wscript.exe => cmd.exe
363,0,363,cmd.exe,winword.exe => cmd.exe => cmd.exe
1,0,1,cmd.exe,unknown_process.exe => cmd.exe => cmd.exe => unknown_process.exe => cmd.exe => powershell.exe => cmd.exe
1,0,1,cmd.exe,unknown_process.exe => cvtres.exe => cmd.exe
1,0,1,cmd.exe,unknown_process.exe => unknown_process.exe => explorer.exe => spoolsv.exe => cmd.exe
2,0,2,cmd.exe,unknown_process.exe => eventvwr.exe => unknown_process => cmd.exe
2,0,2,cmd.exe,unknown_process.exe => unknown_process.exe => explorer.exe => ipconfig.exe => cmd.exe
6,0,6,cmd.exe,wscript.exe => powershell.exe => cmd.exe
2,0,2,cmd.exe,setup.exe => unknown_process.exe => unknown_process.exe => unknown_process.tmp => cmd.exe => wscript.exe => cmd.exe
3,0,3,cmd.exe,unknown_process.exe => unknown_process.exe => explorer.exe => raserver.exe => cmd.exe
373,0,373,cmd.exe,wscript.exe => cmd.exe
1,0,1,cmd.exe,unknown_process.exe => unknown_process.exe => explorer.exe => netstat.exe => cmd.exe
49,0,49,cmd.exe,unknown_process.exe => cmd.exe => unknown_process.exe => unknown_process.exe => cmd.exe
3135,12,3123,cmd.exe,unknown_process.exe => cmd.exe
1,0,1,cmd.exe,unknown_process.vir_exe => cmd.exe
1,0,1,cmd.exe,winword.exe => unknown_process.gif => cmd.exe
1,0,1,cmd.exe,unknown_process.exe => cmd.exe => unknown_process.exe => wscript.exe => cmd.exe
31,0,31,cmd.exe,powershell.exe => cmd.exe
1,0,1,cmd.exe,setup.exe => unknown_process.exe => unknown_process.exe => unknown_process.tmp => cmd.exe => wscript.exe => cmd.exe => unknown_process.exe => cmd.exe
1,0,1,cmd.exe,unknown_process.exe => svchost.exe => svchost.exe => cmd.exe => compmgmtlauncher.exe => cmd.exe
1,0,1,cmd.exe,unknown_process.exe => svchost.exe => svchost.exe => cmd.exe => eventvwr.exe => cmd.exe
38,0,38,cmd.exe,unknown_process.exe => wscript.exe => cmd.exe
6,0,6,cmd.exe,wscript.exe => unknown_process.exe => cmd.exe
3,0,3,cmd.exe,unknown_process.exe => wscript.exe => cmd.exe => cmd.exe
1,0,1,cmd.exe,setup.exe => wscript.exe => cmd.exe
7,0,7,cmd.exe,install.exe => cmd.exe
2,0,2,cmd.exe,winword.exe => svchost.exe => cmd.exe
250,0,250,cmd.exe,cmd.exe => cmd.exe
6,0,6,cmd.exe,unknown_process.exe => wscript.exe => unknown_process.exe => mshta.exe => cmd.exe => cmd.exe
7,0,7,cmd.exe,unknown_process.exe => cmd.exe => cmd.exe => unknown_process.exe => cmd.exe => cmd.exe
3,0,3,cmd.exe,unknown_process.exe => unknown_process.exe => explorer.exe => unknown_process.exe => cmd.exe
1,0,1,cmd.exe,setup.exe => dllhost.exe => cmd.exe
1,0,1,cmd.exe,powershell.exe => cmd.exe => cmd.exe
4,0,4,cmd.exe,unknown_process.exe => explorer.exe => unknown_process.exe => cmd.exe => unknown_process.exe => cmd.exe
3,0,3,cmd.exe,wscript.exe => cmd.exe => powershell.exe => cmd.exe => powershell.exe => cmd.exe => unknown_process.exe => unknown_process.exe => cmd.exe
3,0,3,cmd.exe,winword.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => cmd.exe
1,0,1,cmd.exe,unknown_process.exe => explorer.exe => cscript.exe => cmd.exe
1,0,1,cmd.exe,unknown_process.exe => wscript.exe => cmd.exe => powershell.exe => cmd.exe
5,0,5,cmd.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => cmd.exe => unknown_process.exe => cmd.exe
1,0,1,cmd.exe,setup.exe => unknown_process.exe => unknown_process.exe => wscript.exe => cmd.exe
1,0,1,cmd.exe,dllhost.exe => cmd.exe
1,0,1,cmd.exe,unknown_process.exe => cmd.exe => unknown_process.exe => cmd.exe => powershell.exe => cmd.exe
3,0,3,cmd.exe,unknown_process.exe => wscript.exe => unknown_process.exe => mshta.exe => unknown_process.exe => unknown_process.exe => mshta.exe => cmd.exe
1,0,1,cmd.exe,unknown_process.exe => unknown_process.tmp => install.exe => cmd.exe
1,0,1,cmd.exe,unknown_process.tmp => unknown_process.tmp => explorer.exe => unknown_process.exe => cmd.exe
8,0,8,cmd.exe,wscript.exe => unknown_process.exe => unknown_process.exe => cmd.exe
1,0,1,cmd.exe,unknown_process.exe => notepad.exe => wscript.exe => cmd.exe
1,0,1,cmd.exe,osk.exe => osk.exe => cmd.exe
1,0,1,cmd.exe,excel.exe => cmd.exe => wscript.exe => cmd.exe => unknown_process.exe => unknown_process.exe => cmd.exe
17,0,17,cmd.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => regsvcs.exe => cmd.exe
10,0,10,cmd.exe,install.exe => unknown_process.exe => cmd.exe
17,0,17,cmd.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => cmd.exe => cmd.exe
2,0,2,cmd.exe,winlogon.exe => unknown_process.exe => services.exe => cmd.exe
1,0,1,cmd.exe,winword.exe => cmd.exe => cmd.exe => unknown_process.exe => unknown_process.exe => explorer.exe => wscript.exe => cmd.exe
224,0,224,cmd.exe,wscript.exe => wscript.exe => cmd.exe
2,0,2,cmd.exe,rundll32.exe => cmd.exe
1,0,1,cmd.exe,winword.exe => cmd.exe => cmd.exe => unknown_process.exe => unknown_process.exe => explorer.exe => systray.exe => cmd.exe
1,0,1,cmd.exe,narrator.exe => cmd.exe
3,0,3,cmd.exe,winword.exe => powershell.exe => unknown_process.exe => cmd.exe
1,0,1,cmd.exe,unknown_process.exe => powershell.exe => cmd.exe
1,0,1,cmd.exe,unknown_process.exe => applaunch.exe => cmd.exe
8,0,8,cmd.exe,unknown_process.exe => explorer.exe => unknown_process.exe => cmd.exe
1,0,1,cmd.exe,unknown_process.exe => unknown_process.exe => explorer.exe => mstsc.exe => cmd.exe
1,0,1,cmd.exe,unknown_process.exe => unknown_process.exe => explorer.exe => wscript.exe => cmd.exe
36,0,36,cmd.exe,setup.exe => unknown_process.exe => wscript.exe => cmd.exe => wscript.exe => cmd.exe
1,0,1,cmd.exe,unknown_process.exe => msbuild.exe => cmd.exe
4,0,4,cmd.exe,wscript.exe => cmd.exe => cmd.exe
104,0,104,cmd.exe,winword.exe => cmd.exe => powershell.exe => cmd.exe
3,0,3,cmd.exe,svchost.exe => unknown_process.exe => cmd.exe
1,0,1,cmd.exe,wscript.exe => unknown_process.exe => wscript.exe => cmd.exe
3,0,3,cmd.exe,unknown_process.exe => msiexec.exe => cmd.exe
7,0,7,cmd.exe,unknown_process.exe => vbc.exe => unknown_process.exe => unknown_process.exe => cmd.exe
1,0,1,cmd.exe,winword.exe => powershell.exe => unknown_process.exe => unknown_process.exe => explorer.exe => unknown_process.exe => cmd.exe
9,0,9,cmd.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => cmd.exe
3,0,3,cmd.exe,shellexperiencehost.exe => wscript.exe => cmd.exe
1,0,1,cmd.exe,unknown_process.exe => dllhost.exe => cmd.exe
3,0,3,cmd.exe,wscript.exe => cmd.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => cmd.exe
5,0,5,cmd.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => regsvcs.exe => unknown_process.exe => cmd.exe
1,0,1,cmd.exe,unknown_process.exe => unknown_process.exe => wscript.exe => unknown_process.exe => cmd.exe
1,0,1,cmd.exe,unknown_process.exe => notepad.exe => notepad.exe => cmd.exe
1,0,1,cmd.exe,winword.exe => cmd.exe => cmd.exe => unknown_process.exe => cmd.exe
2,0,2,cmd.exe,mspub.exe => cmd.exe
3,0,3,cmd.exe,unknown_process.exe => explorer.exe => unknown_process.exe => cmd.exe => unknown_process.exe => cmd.exe => unknown_process.exe => cmd.exe
3,0,3,cmd.exe,unknown_process => wscript.exe => cmd.exe
2,0,2,cmd.exe,winword.exe => svchost.exe => unknown_process.tmp => cmd.exe
1,0,1,cmd.exe,unknown_process.exe => unknown_process.exe => explorer.exe => systray.exe => cmd.exe
3,0,3,cmd.exe,unknown_process.exe => cmd.exe => cmd.exe => unknown_process.exe => cmd.exe
9,0,9,cmd.exe,unknown_process.exe => unknown_process.exe => cmd.exe => unknown_process.exe => cmd.exe
1,0,1,cmd.exe,svchost.exe => svchost.exe => cmd.exe
3,0,3,cmd.exe,unknown_process.exe => vbc.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => cmd.exe
11,0,11,cmd.exe,unknown_process.exe => unknown_process.tmp => cmd.exe => cmd.exe
110,0,110,cmd.exe,unknown_process.exe => cmd.exe => unknown_process.exe => cmd.exe
1,0,1,cmd.exe,unknown_process.exe => wscript.exe => cmd.exe => unknown_process.exe => cmd.exe
2,0,2,cmd.exe,unknown_process.exe => unknown_process.vbe => cmd.exe
2,0,2,cmd.exe,unknown_process.exe => wscript.exe => cmd.exe => csrss.exe => cmd.exe
408,0,408,cmd.exe,cmd.exe
3,0,3,cmd.exe,unknown_process.exe => wscript.exe => unknown_process.exe => unknown_process.exe => cmd.exe
14,0,14,cmd.exe,svchost.exe => cmd.exe
5,0,5,cmd.exe,unknown_process.exe => rundll32.exe => cmd.exe
11,0,11,cmd.exe,unknown_process.exe => wscript.exe => unknown_process.exe => mshta.exe => cmd.exe
1,0,1,cmd.exe,setup.exe => unknown_process.tmp => cmd.exe => cmd.exe
7,0,7,cmd.exe,unknown_process.exe => cmd.exe => cmd.exe => cmd.exe
36,0,36,cmd.exe,unknown_process.exe => unknown_process.exe => cmd.exe => unknown_process.exe => unknown_process.exe => cmd.exe
1,0,1,cmd.exe,winword.exe => powershell.exe => unknown_process.exe => unknown_process.exe => explorer.exe => chkdsk.exe => cmd.exe
2,0,2,cmd.exe,unknown_process.exe => unknown_process.exe => explorer.exe => cscript.exe => cmd.exe
8,0,8,cmd.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => cmd.exe
1,0,1,cmd.exe,unknown_process.exe => unknown_process.exe => unknown_process.xyz => cmd.exe
3,0,3,cmd.exe,unknown_process.exe => svchost.exe => svchost.exe => cmd.exe
2,0,2,cmd.exe,excel.exe => powershell.exe => unknown_process.exe => cmd.exe
1,0,1,cmd.exe,unknown_process => wscript.exe => cmd.exe => csrss.exe => cmd.exe
20,0,20,cmd.exe,winword.exe => cmd.exe => unknown_process.exe => unknown_process.tmp => unknown_process.tmp => cmd.exe
1,0,1,cmd.exe,cmd.exe => cmd.exe => cmd.exe => cmd.exe => cmd.exe => cmd.exe => cmd.exe => cmd.exe => cmd.exe => cmd.exe
8,0,8,cmd.exe,cmd.exe => cmd.exe => cmd.exe
1,0,1,cmd.exe,unknown_process.exe => cmd.exe => wscript.exe => regsvr32.exe => rundll32.exe => cmd.exe
4,0,4,cmd.exe,csrss.exe => cmd.exe
7,0,7,cmd.exe,unknown_process.exe => wscript.exe => cmd.exe => wscript.exe => cmd.exe
2,0,2,cmd.exe,unknown_process.exe => unknown_process.exe => explorer.exe => audiodg.exe => cmd.exe
9,0,9,cmd.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => cmd.exe
1,0,1,cmd.exe,unknown_process.exe => unknown_process.exe => svchost.exe => svchost.exe => cmd.exe
1,0,1,cmd.exe,winword.exe => cmd.exe => cmd.exe => unknown_process.exe => unknown_process.exe => cmd.exe
1,0,1,cmd.exe,unknown_process.exe => regsvr32.exe => cmd.exe
5,0,5,cmd.exe,osk.exe => osk.exe => osk.exe => mshta.exe => cmd.exe
1,0,1,cmd.exe,cmd.exe => cmd.exe => cmd.exe => cmd.exe => cmd.exe => cmd.exe => cmd.exe
3,0,3,cmd.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => unknown_process.tmp => cmd.exe
2,0,2,cmd.exe,unknown_process.exe => vbc.exe => cmd.exe
3,0,3,cmd.exe,unknown_process.exe => unknown_process.exe => cmd.exe => unknown_process.exe => wscript.exe => cmd.exe
4,0,4,cmd.exe,unknown_process.exe => iexplore.exe => cmd.exe
1,0,1,cmd.exe,unknown_process.exe => cmd.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => wscript.exe => cmd.exe
1,0,1,cmd.exe,unknown_process.exe => mshta.exe => unknown_process.exe => cmd.exe
3,0,3,cmd.exe,unknown_process.exe => mshta.exe => cmd.exe
1,0,1,cmd.exe,winword.exe => unknown_process.exe => unknown_process.exe => explorer.exe => wscript.exe => cmd.exe
1,0,1,cmd.exe,cmd.exe => cmd.exe => cmd.exe => cmd.exe => cmd.exe
5,0,5,cmd.exe,setup.exe => setup.exe => unknown_process.tmp => cmd.exe
2,0,2,cmd.exe,unknown_process.exe => csrss.exe => cmd.exe
13,0,13,cmd.exe,unknown_process.exe => unknown_process.exe => mshta.exe => cmd.exe
1,0,1,cmd.exe,cmd.exe => mshta.exe => cmd.exe
1,0,1,cmd.exe,unknown_process.exe => unknown_process => cmd.exe
3,0,3,cmd.exe,excel.exe => cmd.exe => cmd.exe => cmd.exe
132,0,132,cmd.exe,excel.exe => cmd.exe
1,0,1,cmd.exe,unknown_process.exe => svchost.exe => explorer.exe => colorcpl.exe => cmd.exe
2,0,2,cmd.exe,winlogon.exe => unknown_process.exe => cmd.exe
6,0,6,cmd.exe,unknown_process.exe => cmd.exe => powershell.exe => cmd.exe => svchost.exe => cmd.exe
2,0,2,cmd.exe,wscript.exe => unknown_process.scr => cmd.exe
6,0,6,cmd.exe,setup.exe => cmd.exe
2,0,2,cmd.exe,unknown_process.exe => cmd.exe => unknown_process.exe => cmd.exe => unknown_process.exe => cmd.exe
1215,0,1215,cmd.exe,winword.exe => cmd.exe
1289,2,1287,cmd.exe,unknown_process.exe => unknown_process.exe => cmd.exe => cmd.exe
10,0,10,cmd.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => mshta.exe => cmd.exe
1,0,1,cmd.exe,unknown_process.exe => explorer.exe => netstat.exe => cmd.exe
1,0,1,cmd.exe,unknown_process.exe => unknown_process.com => unknown_process.exe => unknown_process.exe => cmd.exe
13,0,13,cmd.exe,excel.exe => cmd.exe => wscript.exe => cmd.exe
673,0,673,cmd.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => cmd.exe
1,0,1,cmd.exe,unknown_process.exe => explorer.exe => msiexec.exe => cmd.exe
1,0,1,cmd.exe,setup.exe => setup.exe => cmd.exe
3,0,3,cmd.exe,wscript.exe => unknown_process.exe => wscript.exe => unknown_process.exe => unknown_process.exe => cmd.exe
1,0,1,cmd.exe,unknown_process.exe => unknown_process.tmp => unknown_process.exe => cmd.exe
1,0,1,cmd.exe,unknown_process.exe => unknown_process.exe => explorer.exe => msdt.exe => cmd.exe
2,0,2,cmd.exe,unknown_process.exe => cmd.exe => unknown_process.exe => cmd.exe => cmd.exe
2,0,2,cmd.exe,unknown_process.exe => cmd.exe => wscript.exe => cmd.exe
1,0,1,cmd.exe,winword.exe => powershell.exe => unknown_process.exe => cmd.exe => unknown_process.exe => cmd.exe
1,0,1,cmd.exe,unknown_process.exe => unknown_process.exe => explorer.exe => nbtstat.exe => cmd.exe
2,0,2,cmd.exe,wscript.exe => cmd.exe => powershell.exe => cmd.exe => powershell.exe => cmd.exe
12,0,12,cmd.exe,unknown_process.exe => unknown_process.xyz => cmd.exe
1,0,1,cmd.exe,wscript.exe => cmd.exe => powershell.exe => wscript.exe => cmd.exe
6,0,6,cmd.exe,unknown_process => cmd.exe
2,0,2,cmd.exe,unknown_process.exe => taskmgr.exe => unknown_process.exe => cmd.exe
2,0,2,cmd.exe,unknown_process.exe => taskmgr.exe => unknown_process.exe => unknown_process.exe => cmd.exe
3,0,3,cmd.exe,unknown_process.exe => unknown_process.exe => explorer.exe => netsh.exe => cmd.exe
115,15,100,cmd.exe,unknown_process.exe => unknown_process.tmp => cmd.exe
4,0,4,cmd.exe,wscript.exe => unknown_process.exe => vbc.exe => cmd.exe
9,0,9,cmd.exe,unknown_process.exe => unknown_process.tmp => unknown_process.exe => unknown_process.tmp => cmd.exe
2,0,2,cmd.exe,setup.exe => unknown_process.exe => wscript.exe => cmd.exe
10,0,10,cmd.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => cmd.exe
1,0,1,cmd.exe,setup.exe => wscript.exe => cmd.exe => wscript.exe => cmd.exe
2290,3,2287,cmd.exe,unknown_process.exe => unknown_process.exe => cmd.exe
2,0,2,cmd.exe,unknown_process.exe => notepad.exe => cmd.exe
2,0,2,cmd.exe,unknown_process.exe => unknown_process.tmp => explorer.exe => sysprep.exe => cmd.exe
5,0,5,cmd.exe,unknown_process.exe => unknown_process.exe => winlogon.exe => mshta.exe => cmd.exe
1,0,1,cmd.exe,unknown_process.exe => setup.exe => cmd.exe
23,0,23,cmd.exe,wscript.exe => wscript.exe => unknown_process.exe => cmd.exe
1,0,1,cmd.exe,unknown_process.exedis => cmd.exe
3,0,3,cmd.exe,wscript.exe => unknown_process.exe => wscript.exe => unknown_process.exe => cmd.exe
1,0,1,cmd.exe,explorer.exe => cmd.exe
3,0,3,cmd.exe,unknown_process.exe => unknown_process.exe => wscript.exe => cmd.exe => cmd.exe
15,0,15,cmd.exe,unknown_process.exe => unknown_process.exe => wscript.exe => cmd.exe
8,0,8,cmd.exe,setup.exe => unknown_process.tmp => cmd.exe
2,0,2,cmd.exe,winword.exe => powershell.exe => cmd.exe
4,0,4,cmd.exe,unknown_process.exe => regasm.exe => cmd.exe
206,0,206,cmd.exe,winword.exe => cmd.exe => cmd.exe => cmd.exe
1,0,1,cmd.exe,setup.exe => unknown_process.exe => unknown_process.exe => unknown_process.tmp => cmd.exe
2,0,2,cmd.exe,unknown_process.exe => unknown_process.exe => explorer.exe => colorcpl.exe => cmd.exe
1,0,1,cmd.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => explorer.exe => msdt.exe => cmd.exe
4,0,4,cmd.exe,cmd.exe => unknown_process.exe => cmd.exe
12,0,12,cmd.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => cmd.exe
1,0,1,cmd.exe,cmd.exe => unknown_process.exe => cmd.exe => cmd.exe => cmd.exe => cmd.exe
1,0,1,cmd.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => wscript.exe => cmd.exe
1,0,1,cmd.exe,unknown_process => unknown_process => wscript.exe => cmd.exe
2,0,2,cmd.exe,setup.exe => setup.exe => unknown_process.exe => cmd.exe
5,0,5,cmd.exe,winlogon.exe => cmd.exe
1,0,1,cmd.exe,unknown_process.exe => wscript.exe => cmd.exe => cscript.exe => cmd.exe
4,0,4,cmd.exe,wscript.exe => cmd.exe => unknown_process.exe => cmd.exe
6,0,6,cmd.exe,unknown_process.exe => wscript.exe => cmd.exe => taskeng.exe => cmd.exe
1,0,1,cmd.exe,unknown_process.exe => explorer.exe => control.exe => cmd.exe
1,0,1,cmd.exe,unknown_process.exe => wscript.exe => unknown_process.exe => unknown_process.xyz => cmd.exe
1,0,1,cmd.exe,spoolsv.exe => cmd.exe
1,0,1,cmd.exe,unknown_process.exe => regasm.exe => unknown_process.exe => cmd.exe
1,0,1,cmd.exe,unknown_process.com_implementation_id_maps__source_0c2aa494a69b1c49bba9062d587d4ebd11161ab6-2236-125-15324320 => unknown_process.exe => cmd.exe
13,0,13,cmd.exe,unknown_process.exe => cmd.exe => svchost.exe => cmd.exe
1,0,1,cmd.exe,unknown_process.exe => unknown_process.exe => winlogon.exe => cmd.exe
1,0,1,cmd.exe,unknown_process.exe => cmd.exe => unknown_process.exe => unknown_process.exe => explorer.exe => netstat.exe => cmd.exe
2,0,2,cmd.exe,wscript.exe => cmd.exe => unknown_process.exe => unknown_process.exe => cmd.exe
1,0,1,cmd.exe,unknown_process.exe => unknown_process.exe => wscript.exe => cmd.exe => svchost.exe => wscript.exe => cmd.exe
1,0,1,cmd.exe,setup.exe => unknown_process.exe => unknown_process.exe => cmd.exe
3,0,3,cmd.exe,unknown_process.exe => cmd.exe => unknown_process.exe => wscript.exe => cmd.exe => wscript.exe => cmd.exe
1,0,1,cmd.exe,unknown_process.exe => unknown_process.pif => unknown_process.exe => cmd.exe
49,0,49,cmd.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => cmd.exe
1,0,1,cmmon32.exe,unknown_process.exe => unknown_process.exe => explorer.exe => cmmon32.exe
1,0,1,cmmon32.exe,excel.exe => powershell.exe => unknown_process.exe => unknown_process.exe => explorer.exe => cmmon32.exe
3,0,3,colorcpl.exe,unknown_process.exe => unknown_process.exe => explorer.exe => colorcpl.exe
1,0,1,colorcpl.exe,unknown_process.exe => svchost.exe => explorer.exe => colorcpl.exe
1,0,1,comp.exe,unknown_process.exe => wevtutil.exe => comp.exe
1,0,1,compattelrunner.exe,unknown_process.exe => unknown_process.exe => rundll32.exe => services.exe => compattelrunner.exe
1,0,1,compattelrunner.exe,unknown_process.exe => unknown_process.exe => rundll32.exe => services.exe => compattelrunner.exe => compattelrunner.exe
4,0,4,compattelrunner.exe,compattelrunner.exe
1,0,1,compmgmtlauncher.exe,unknown_process.exe => svchost.exe => svchost.exe => cmd.exe => compmgmtlauncher.exe
2,0,2,conhost.exe,winword.exe => unknown_process.gif => cmd.exe => conhost.exe
10,0,10,conhost.exe,unknown_process.exe => cmd.exe => conhost.exe
1,0,1,conhost.exe,unknown_process.exe => vssadmin.exe => conhost.exe
1,0,1,conhost.exe,winword.exe => powershell.exe => unknown_process.exe => control.exe => explorer.exe => unknown_process.exe => svchost.exe => conhost.exe
8,0,8,conhost.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => conhost.exe
2,0,2,conhost.exe,unknown_process.exe => regsvr32.exe => csrss.exe => conhost.exe
1,0,1,conhost.exe,excel.exe => cmd.exe => powershell.exe => conhost.exe
3,0,3,conhost.exe,iexplore.exe => iexplore.exe => svchost.exe => unknown_process.exe => conhost.exe
1,0,1,conhost.exe,inetinfo.exe => unknown_process.tmp => inetinfo.exe => iexplore.exe => conhost.exe
2,0,2,conhost.exe,unknown_process.exe => unknown_process.exe => svchost.exe => csrss.exe => conhost.exe
1,0,1,conhost.exe,unknown_process.exe => unknown_process.exe => rundll32.exe => conhost.exe
1,0,1,conhost.exe,unknown_process.exe => conhost.exe => conhost.exe
266,91,175,conhost.exe,unknown_process.exe => conhost.exe
3,0,3,conhost.exe,rundll32.exe => unknown_process.exe => unknown_process.exe => iexplore.exe => conhost.exe
3,0,3,conhost.exe,unknown_process.exe => winlogon.exe => conhost.exe
1,0,1,conhost.exe,unknown_process.exe => csrss.exe => conhost.exe
3,0,3,conhost.exe,unknown_process.exe => winlogon.exe => svchost.exe => conhost.exe
15,0,15,conhost.exe,wscript.exe => conhost.exe
3,0,3,conhost.exe,excel.exe => conhost.exe
2,0,2,conhost.exe,unknown_process.exe => dwm.exe => conhost.exe
4,0,4,conhost.exe,unknown_process.exe => unknown_process.exe => taskkill.exe => conhost.exe
